name,brewery_type,address,state,phone,website_url,country,region,division
Call To Arms Brewing Company,micro,4526 Tennyson St Denver Colorado 80212-2527,Colorado,Not Available,http://www.facebook.com/calltoarmsbrewing,United States,West,Mountain
Callahan West Brewery,micro,20 Main St Mosquero New Mexico 87733,New Mexico,Not Available,Not Available,United States,West,Mountain
Callsign Brewing,micro,1447 Gentry St North Kansas City Missouri 64116,Missouri,8162552320,http://www.callsignbrewing.com,United States,Midwest,West North Central
Calusa Brewing Company,micro,5701 Derek Ave Sarasota Florida 34233-2413,Florida,9419228150,http://www.calusabrewing.com,United States,South,South Atlantic
Cambridge House Brew Pub - Granby,brewpub,357 Salmon Brook St Granby Connecticut 06035-0438,Connecticut,8606532739,http://www.cbh.beer,United States,Northeast,New England
Camino Brewing Co LLC,micro,718 S 1st St San Jose California 95113,California,Not Available,http://www.caminobrewing.com,United States,West,Pacific
Campbell Brewing Co,micro,200 E Campbell Ave Campbell California 95008-2010,California,4088662699,Not Available,United States,West,Pacific
Can Of Worms Brewing,planning,Not Available Glendale California 91214-1713,California,8187975520,http://www.canofwormsbrewing.com,United States,West,Pacific
Candia Road Brewing / Nepenthe Ale House,micro,840 Candia Rd Manchester New Hampshire 03109-5201,New Hampshire,6039358123,http://www.candiaroad.com,United States,Northeast,New England
Cannon Ball Brewing Company,brewpub,1702 Bellefontaine St Indianapolis Indiana 46202-1813,Indiana,3174265978,http://www.cannonballbrewingindy.com,United States,Midwest,East North Central
Canon & Draw Brewing Company,micro,1527 W Main St Richmond Virginia 23220,Virginia,8043530536,http://www.canonanddraw.beer,United States,South,South Atlantic
Canteen Brewhouse,micro,2381 Aztec Rd NE Albuquerque New Mexico 87107-4207,New Mexico,5058304629,http://www.canteenbrewhouse.com,United States,West,Mountain
Canterbury Aleworks,micro,305 Baptist Hill Rd Canterbury New Hampshire 03224-2509,New Hampshire,6034914539,http://www.canterburyaleworks.com,United States,Northeast,New England
"Canton Brew Works, LLC",micro,8521 N Lilley Rd Canton Michigan 48187-2091,Michigan,7349277081,http://www.cantonbrewworks.com,United States,Midwest,East North Central
Canton Brewing Company,brewpub,120 3rd St NW Canton Ohio 44702,Ohio,Not Available,http://www.drinkcantonbeer.com,United States,Midwest,East North Central
Canyon Club Brewery,planning,Not Available Moraga California 94556,California,8087992005,http://www.canyonclub.works,United States,West,Pacific
Canyon Creek Brewing,micro,3060 Gabel Rd Billings Montana 59102-7336,Montana,4066562528,http://www.canyoncreekbrewing.com,United States,West,Mountain
Canyon Lakes Golf Course & Brewery,brewpub,640 Bollinger Canyon Way San Ramon California 94582-4971,California,Not Available,http://www.canyonlakesgolfbrew.com,United States,West,Pacific
Cape Ann Brewing Co,brewpub,11 Rogers St Gloucester Massachusetts 01930-5014,Massachusetts,9782827399,Not Available,United States,Northeast,New England
Cape Charles Brewing Company,brewpub,2198 Stone Rd Cape Charles Virginia 23310-2706,Virginia,7574494839,http://www.capecharlesbrewing.com,United States,South,South Atlantic
Cape May Brewing Company,micro,409 Breakwater Rd Cape May New Jersey 08204-4537,New Jersey,6098499933,http://www.capemaybrewery.com,United States,Northeast,Middle Atlantic
Cape Vincent Brewing Co,micro,296 Broadway St Cape Vincent New York 13618,New York,Not Available,http://www.capevincentbrewing.com,United States,Northeast,Middle Atlantic
Capital Brewery Co Inc,regional,7734 Terrace Ave Middleton Wisconsin 53562-3163,Wisconsin,6088367100,http://www.capitalbrewery.com,United States,Midwest,East North Central
Capitol City Brewing Co,contract,2 Massachusetts Ave NE Washington District of Columbia 20002-4945,District of Columbia,2028422337,http://www.capcitybrew.com,United States,South,South Atlantic
Capstan Bar Brewing Company,micro,2036 Exploration Way Hampton Virginia 23666-6260,Virginia,7577887276,http://www.capstanbarbrewing.com,United States,South,South Atlantic
Captain Lawrence Brewing Co,regional,444 Saw Mill River Rd Ste 100 Elmsford New York 10523-1031,New York,9147412337,http://www.captainlawrencebrewing.com,United States,Northeast,Middle Atlantic
Caracara Brewing Company,micro,100 E Market St Lockhart Texas 78644-2747,Texas,Not Available,http://www.caracarabrewingcompany.com,United States,South,West South Central
Carbondale Beer Works,brewpub,647 Main St Carbondale Colorado 81623-1934,Colorado,Not Available,http://www.carbondalebeerworks.com,United States,West,Mountain
Cardinal Craft Brewing Academy/ Skagit Valley College,micro,15579 Peterson Rd Burlington Washington 98233-3625,Washington,3604162537,http://www.skagit.edu,United States,West,Pacific
Carey's Brew House,brewpub,58 Bridge St Corning New York 14830-2239,New York,6073775651,http://www.careysbrewhouse.com,United States,Northeast,Middle Atlantic
Carillon Brewing Company,brewpub,1000 Carillon Blvd Dayton Ohio 45409-2023,Ohio,9372932841,http://www.carillonbrewingco.org,United States,Midwest,East North Central
Carlyle Brewing Co,brewpub,215 E State St Rockford Illinois 61104-1010,Illinois,8159632739,http://www.carlylebrewing.com,United States,Midwest,East North Central
Carmody Irish Pub & Brewing,brewpub,308 E Superior St Duluth Minnesota 55802-2120,Minnesota,2187404747,http://www.carmodyirishpub.com,United States,Midwest,West North Central
Carolina Brewery - Chapel Hill,brewpub,460 W Franklin St Chapel Hill North Carolina 27516,North Carolina,9199421800,http://www.carolinabrewery.com,United States,South,South Atlantic
Carolina Brewery - Pittsboro,micro,120 Lowes Dr Ste 100 Pittsboro North Carolina 27312-8872,North Carolina,9195452337,http://www.carolinabrewery.com,United States,South,South Atlantic
Carolina Brewing Co,micro,140 Thomas Mill Rd Holly Springs North Carolina 27540-9372,North Carolina,9195572337,http://www.carolinabrew.com,United States,South,South Atlantic
Carroll Brewing Co.,micro,226 E 5th St Carroll Iowa 51401-2743,Iowa,5157090030,http://www.carrollbrewing.com,United States,Midwest,West North Central
Carters Brewing,micro,2526 Montana Ave Billings Montana 59101-2313,Montana,4068617712,http://www.cartersbrewing.com,United States,West,Mountain
Carton Brewing Co,micro,6 E Washington Ave Atlantic Highlands New Jersey 07716-1230,New Jersey,7326542337,http://www.cartonbrewing.com,United States,Northeast,Middle Atlantic
Carver Brewing Co,brewpub,1022 Main Ave Durango Colorado 81301-5124,Colorado,9702592545,http://carverbrewing.com,United States,West,Mountain
Cascade Brewing Barrel House,micro,939 SE Belmont St Portland Oregon 97214-2519,Oregon,5032658603,http://www.cascadebrewing.com,United States,West,Pacific
Cascade Brewing Blending House,micro,6770 SW 111th Ave Beaverton Oregon 97008-5336,Oregon,5033660730,http://www.cascadebrewing.com,United States,West,Pacific
Cascade Brewing,brewpub,7424 SW Beaverton Hillsdale Hwy Portland Oregon 97225-2149,Oregon,5032960110,http://www.cascadebrewing.com,United States,West,Pacific
Cascadia Brewing Co.,micro,211 4th Ave E Olympia Washington 98501-1104,Washington,3609432337,http://www.cascadiahomebrew.com,United States,West,Pacific
Castle Danger Brewery,micro,17 7th St Two Harbors Minnesota 55616-1672,Minnesota,2188345800,http://www.castledangerbrewery.com,United States,Midwest,West North Central
Castle Island Brewing Co.,micro,31 Astor Ave Norwood Massachusetts 02062-5016,Massachusetts,7819512029,http://www.castleislandbeer.com,United States,Northeast,New England
Casual Animal,micro,1725 McGee St Kansas City Missouri 64108,Missouri,8162145388,http://www.casualanimalbrewing.com,United States,Midwest,West North Central
Catalina Island Brew House,micro,417 Crescent Ave Avalon California 90704,California,3105906905,http://www.catalinaislandbrewhouse.com,United States,West,Pacific
Catawba Brewing Co,regional,212 S Green St Morganton North Carolina 28655-3525,North Carolina,8284306883,http://www.CatawbaBrewing.com,United States,South,South Atlantic
Catfish Charlies / Catfish Creek Brew Pub,brewpub,1630 E 16th St Dubuque Iowa 52001-2306,Iowa,5635828600,http://www.catfishcharliesdubuque.com,United States,Midwest,West North Central
Cathedral Square Brewery,closed,3914 Lindell Blvd Saint Louis Missouri 63108-3204,Missouri,3148033605,http://www.cathedralsquarebrewery.com,United States,Midwest,West North Central
Catskill Brewery,micro,672 Old Route 17 Livingston Manor New York 12758-0033,New York,8454391232,http://www.catskillbrewery.com,United States,Northeast,Middle Atlantic
Cave Brewing Co,micro,1407 Seidersville Rd Bethlehem Pennsylvania 18015-4219,Pennsylvania,6107391381,http://www.cavebrewing.com,United States,Northeast,Middle Atlantic
Cavendish Brewing Company,micro,207 N Chester St Gastonia North Carolina 28052-2234,North Carolina,7048300435,http://www.cavendishbrewing.com,United States,South,South Atlantic
Cayucos Brewing Co,contract,136 Ocean Front Ln Cayucos California 93430-1649,California,8059951993,http://www.cayucosbeer.com,United States,West,Pacific
Cebula Craft Brewing LLC dba GameCraft Brewing,planning,Not Available Laguna Hills California 92653-1589,California,9497340910,http://www.gamecraftbrewing.com,United States,West,Pacific
Cedar Crest Brewing and Wine Bar,brewpub,615 Main St Red Bluff California 96080-3343,California,5307279016,http://www.facebook.com/enjoythestoreredbluff,United States,West,Pacific
Cellar Brewing Co,brewpub,133 E Division St Sparta Michigan 49345-1329,Michigan,6168830777,http://www.cellarbrewingco.com,United States,Midwest,East North Central
Cellarmaker Brewing Company,micro,1150 Howard St San Francisco California 94103-3914,California,4158633940,http://www.cellarmakerbrewing.com,United States,West,Pacific
Cellarman's Pub & Brewery,brewpub,2130 Texoma Pkwy Sherman Texas 75090-2622,Texas,9038130994,http://www.cellarmanspub.com,United States,South,West South Central
Center Ice Brewing Company,micro,3126 Olive St. Saint Louis Missouri 63103,Missouri,3142779843,http://www.centericebrewery.com,United States,Midwest,West North Central
Centerpoint Brewing,micro,1125 E Brookside Ave Indianapolis Indiana 46202-3587,Indiana,3176028386,http://www.centerpointbrewing.com,United States,Midwest,East North Central
Central Coast Brewing Co - Higuera St.,brewpub,6 Higuera St. San Luis Obispo California 93401,California,8057832739,Not Available,United States,West,Pacific
Central Machine Works,micro,4824 E Cesar Chavez St Austin Texas 78702-5135,Texas,512-220-2340,http://cmwbrewery.com/,United States,South,West South Central
Central Standard Brewing,micro,156 S Greenwood St Wichita Kansas 67211-1815,Kansas,3162608515,http://www.drinkcsb.com,United States,Midwest,West North Central
Central State Brewing,micro,4001 E 26th St Indianapolis Indiana 46218,Indiana,3174079855,http://centralstatebrewing.com,United States,Midwest,East North Central
Central Waters Brewing Co,regional,351 Allen St Amherst Wisconsin 54406-8954,Wisconsin,7158242739,http://www.centralwaters.com,United States,Midwest,East North Central
Cerberus Brewing Company,brewpub,702 W Colorado Ave Colorado Springs Colorado 80905-1539,Colorado,7196362337,http://www.cerberusbrewingco.com,United States,West,Mountain
Cercis Brewing Company,micro,106 N Dickason Blvd Columbus Wisconsin 53925-,Wisconsin,9203500500,Not Available,United States,Midwest,East North Central
Cerebral Brewing,micro,1477 Monroe St Denver Colorado 80206-2708,Colorado,3039277365,http://www.cerebralbrewing.com,United States,West,Mountain
Cerveceria Del Pueblo,planning,Not Available Pasadena California 91105-1822,California,Not Available,Not Available,United States,West,Pacific
Chagrin Beer Company,contract,178 E Washington St Chagrin Falls Ohio 44022-2978,Ohio,2166451739,Not Available,United States,Midwest,East North Central
Chain Reaction Brewing Company,micro,902 S Lipan St Denver Colorado 80223-2717,Colorado,3039220960,http://www.chainreactionbrewingco.com,United States,West,Mountain
Chainline Brewing Company,closed,503 6th St S Kirkland Washington 98033-6717,Washington,4252420923,http://www.chainlinebrewing.com,United States,West,Pacific
Chainline Brewing Company Taproom at Urban,micro,500 Uptown Ct Ste 210 Kirkland Washington 98033-5375,Washington,4252420923,http://www.chainlinebrewing.com,United States,West,Pacific
Champion Brewing Company,micro,324 6th St SE Charlottesville Virginia 22902-5655,Virginia,4342952739,http://www.championbrewingcompany.com,United States,South,South Atlantic
Chandeleur Island Brewing Company,micro,2711 14th St Gulfport Mississippi 39501-1928,Mississippi,2287019985,http://www.chandeleurbrew.com,United States,South,East South Central
Chandler's Ford Brewing LLC,planning,Not Available Huntsville Alabama 35802,Alabama,2564576999,http://chandlersfordbrewing.com,United States,South,East South Central
Channel Brewing Co.,micro,110 N San Joaquin St Stockton California 95209-4506,California,2094904133,http://www.channelbrewing.co,United States,West,Pacific
Chaos Bay Brewing Co,micro,1100 Perry Ave Unit C Bremerton Washington 98310-4945,Washington,3603772344,https://www.chaosbaybrewing.com,United States,West,Pacific
Chaos Brewing,micro,112 S Main St Joplin Missouri 64801,Missouri,Not Available,http://www.chaosbrewing.beer,United States,Midwest,West North Central
Chapman Crafted Beer,micro,123 N Cypress St Orange California 92866-1309,California,8448552337,http://www.chapmancrafted.beer,United States,West,Pacific
Chapman's Brewing Company,brewpub,300 Industrial Dr Angola Indiana 46703-1053,Indiana,2603195495,http://www.chapmansbrewing.com,United States,Midwest,East North Central
Charles Towne Fermentory,micro,809 Savannah Hwy Charleston South Carolina 29407-7278,South Carolina,8436410431,http://www.chsfermentory.com,United States,South,South Atlantic
Charleville Vineyard & Microbrewery,micro,16937 Boyd Rd Sainte Genevieve Missouri 63670-7914,Missouri,5737564537,http://www.charlevillevineyard.com,United States,Midwest,West North Central
"Charlie's Steak, Ribs & Ale",brewpub,3009 W 76 Country Blvd Branson Missouri 65616-8312,Missouri,4173346090,http://www.charliesbranson.com,United States,Midwest,West North Central
Charter Oak Brewing Company LLC,contract,39B Shelter Rock Rd Danbury Connecticut 06810-7043,Connecticut,2036165268,http://www.charteroakbrewing.com,United States,Northeast,New England
Chase Brewing Company / Chase Tap Room,brewpub,266 Jefferson St Lexington Kentucky 40508-1217,Kentucky,8597973113,http://www.chasebrewing.com,United States,South,East South Central
Chatham Brewing LLC,micro,59 Main St Chatham New York 12037-1249,New York,5186970202,http://www.chathambrewing.com,United States,Northeast,Middle Atlantic
Chattabrewchee Southern Brewhouse,micro,709 4th Ave West Point Georgia 31833-1506,Georgia,7065011151,http://www.chattabrewchee.com,United States,South,South Atlantic
Chattanooga Brewing Co,micro,1804 Chestnut St Chattanooga Tennessee 37408-1027,Tennessee,4237029958,http://www.chattabrew.com,United States,South,East South Central
Chatty Monks Brewing Company,brewpub,610 Penn Ave West Reading Pennsylvania 19611-1004,Pennsylvania,4848180176,http://www.chattymonks.com,United States,Northeast,Middle Atlantic
